,name,EFA,thc_input,cbd_input,type_Indica,type_Sativa
444,Serious 6,"Creative, Energetic, Focused, Happy, Hungry, Anxious, Paranoid, Dry Mouth, Citrus, Lemon, Stress, Depression, Inflammation",861.6176470588235,16.0,0,0
445,Silver Kush,"Relaxed, Happy, Uplifted, Creative, Talkative, Dry Mouth, Paranoid, Earthy, Citrus, Stress, Depression, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
446,Silver Train,"Euphoric, Energetic, Happy, Horny, Focused, Paranoid, Dry Mouth, Pine, Sweet, Stress, Lack of Appetite, Depression, Pain, Inflammation",924.3125,30.0,0,1
447,Silverhawks OG,"Euphoric, Relaxed, Uplifted, Creative, Happy, Paranoid, Lime, Citrus, Stress, Pain, Lack of Appetite, Depression",861.6176470588235,16.0,0,0
448,Sinai,"Euphoric, Uplifted, Relaxed, Talkative, Happy, Pepper, Lack of Appetite, Stress",924.3125,30.0,0,1
449,Skunk Dawg,"Happy, Uplifted, Focused, Relaxed, Energetic, Dry Mouth, Paranoid, Skunk, Earthy, Stress, Pain, Inflammation, Nausea",861.6176470588235,16.0,0,0
450,Slazerbeam,"Creative, Uplifted, Energetic, Happy, Talkative, Sweet, Earthy, Depression, Stress, Nausea, Pain",924.3125,30.0,0,1
451,SleeSkunk,"Creative, Euphoric, Tingly, Uplifted, Energetic, Dry Mouth, Paranoid, Skunk, Pine, Nausea, Stress, Muscle Spasms, Depression",861.6176470588235,16.0,0,0
452,SleeStack,"Uplifted, Euphoric, Creative, Relaxed, Talkative, Anxious, Dry Mouth, Sweet, Pine, Stress, Depression",861.6176470588235,16.0,0,0
453,Sojay Haze,"Creative, Happy, Relaxed, Energetic, Euphoric, Dry Mouth, Citrus, Sweet, Pain, Depression, Stress",924.3125,30.0,0,1
454,Sonic Screwdriver,"Happy, Euphoric, Uplifted, Creative, Dry Mouth, Earthy, Citrus, Stress, Pain, Depression",861.6176470588235,16.0,0,0
455,Sour Amnesia,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid, Sweet, Earthy, Stress, Depression, Pain, Inflammation",861.6176470588235,16.0,0,0
456,Sour Breath,"Happy, Uplifted, Focused, Talkative, Energetic, Dry Mouth, Pine, Depression, Stress, Insomnia, Lack of Appetite",924.3125,30.0,0,1
457,Sour Haze,"Uplifted, Euphoric, Focused, Happy, Energetic, Dry Mouth, Paranoid, Anxious, Citrus, Skunk, Sweet, Stress, Depression, Pain",861.6176470588235,16.0,0,0
458,Sour Jack,"Energetic, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Depression, Stress, Pain",861.6176470588235,16.0,0,0
459,Sour Joker,"Happy, Uplifted, Euphoric, Energetic, Focused, Dry Mouth, Anxious, Paranoid, Citrus, Nausea, Depression, Stress",861.6176470588235,16.0,0,0
460,Sour Maui,"Uplifted, Euphoric, Energetic, Talkative, Happy, Dry Mouth, Paranoid, Anxious, Citrus, Earthy, Lemon, Stress, Depression, Lack of Appetite",924.3125,30.0,0,1
461,Sour Pebbles,"Happy, Euphoric, Hungry, Creative, Dry Mouth, Sweet, Berry, Stress, Depression, Pain, Nausea",861.6176470588235,16.0,0,0
462,Sour Poison,"Uplifted, Happy, Talkative, Relaxed, Dry Mouth, Citrus, Earthy, Pine, Depression, Lack of Appetite, Pain, Stress, Nausea",861.6176470588235,16.0,0,0
463,Sour Willie,"Happy, Hungry, Horny, Euphoric, Uplifted, Dry Mouth, Anxious, Sweet, Depression, Lack of Appetite, Pain, Stress, Nausea",924.3125,30.0,0,1
464,Sourlope,"Happy, Focused, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid, Anxious, Sweet, Stress, Depression, Pain",861.6176470588235,16.0,0,0
465,South American,"Hungry, Energetic, Uplifted, Happy, Relaxed, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Mango, Depression, Lack of Appetite, Nausea",924.3125,30.0,0,1
466,South Indian Sativa,"Euphoric, Relaxed, Creative, Energetic, Uplifted, Dry Mouth, Earthy, Skunk, Stress, Pain, Depression, Inflammation, Muscle Spasms",924.3125,30.0,0,1
467,Southern Lights,"Horny, Uplifted, Creative, Euphoric, Happy, Lemon, Seizures",924.3125,30.0,0,1
468,Space Needle,"Uplifted, Euphoric, Happy, Hungry, Relaxed, Dry Mouth, Anxious, Pine, Depression, Stress",924.3125,30.0,0,1
469,Spliffâ€™s Strawberry,"Talkative, Creative, Energetic, Euphoric, Focused, Sweet, Berry, Strawberry, Lack of Appetite, Stress",924.3125,30.0,0,1
470,Sputnik,"Happy, Relaxed, Energetic, Tingly, Euphoric, Dry Mouth, Paranoid, Sweet, Depression, Pain, Stress",924.3125,30.0,0,1
471,Stardawg Guava,"Uplifted, Happy, Relaxed, Focused, Euphoric, Dry Mouth, Sweet, Depression, Stress, Pain, Inflammation",924.3125,30.0,0,1
472,Stella Blue,"Energetic, Uplifted, Happy, Focused, Relaxed, Dry Mouth, Paranoid, Sweet, Berry, Depression, Stress, Nausea, Pain",924.3125,30.0,0,1
473,Strawberry Amnesia,"Euphoric, Uplifted, Relaxed, Energetic, Focused, Dry Mouth, Anxious, Strawberry, Sweet, Stress, Depression, Lack of Appetite",924.3125,30.0,0,1
474,Strawberry Blue,"Happy, Energetic, Uplifted, Euphoric, Dry Mouth, Strawberry, Sweet, Berry, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
475,Strawberry Durban Diesel,"Talkative, Uplifted, Horny, Creative, Energetic, Strawberry, Earthy, Depression, Stress",861.6176470588235,16.0,0,0
476,Strawberry Ice,"Euphoric, Uplifted, Focused, Energetic, Happy, Dry Mouth, Paranoid, Strawberry, Sweet, Berry, Depression, Stress, Pain",924.3125,30.0,0,1
477,Strawberry Lemonade,"Happy, Euphoric, Energetic, Creative, Uplifted, Dry Mouth, Anxious, Paranoid, Lemon, Strawberry, Sweet, Stress, Depression, Pain",924.3125,30.0,0,1
478,Strawberry Mango Haze,"Happy, Euphoric, Uplifted, Focused, Dry Mouth, Paranoid, Anxious, Mango, Strawberry, Sweet, Stress, Depression, Pain",924.3125,30.0,0,1
479,Strawberry Satori,"Uplifted, Creative, Relaxed, Happy, Focused, Paranoid, Dry Mouth, Anxious, Strawberry, Sweet, Grape, Stress, Depression, Pain, Insomnia",924.3125,30.0,0,1
480,Strawberry,"Happy, Uplifted, Energetic, Talkative, Euphoric, Dry Mouth, Paranoid, Strawberry, Sweet, Berry, Stress, Depression, Pain",924.3125,30.0,0,1
481,Sublime,"Uplifted, Happy, Focused, Euphoric, Talkative, Dry Mouth, Anxious, Pine, Earthy, Stress, Lack of Appetite, Nausea, Pain",924.3125,30.0,0,1
482,Sugar Plum,"Euphoric, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid, Sweet, Berry, Pain, Stress, Inflammation, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
483,Sumo Grande,"Horny, Focused, Hungry, Creative, Talkative, Citrus, Depression, Lack of Appetite, Stress",924.3125,30.0,0,1
484,Sun Ra,"Happy, Uplifted, Euphoric, Focused, Tingly, Citrus, Sweet, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0,0,0
485,Sunburn,"Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Citrus, Earthy, Sweet, Inflammation, Pain, Stress, Depression",861.6176470588235,16.0,0,0
486,Sunshine,"Uplifted, Energetic, Happy, Euphoric, Creative, Anxious, Dry Mouth, Sweet, Citrus, Stress, Depression, Pain, Nausea",924.3125,30.0,0,1
487,Supa Don,"Uplifted, Creative, Energetic, Focused, Happy, Dry Mouth, Paranoid, Sweet, Depression, Insomnia, Stress",924.3125,30.0,0,1
488,Supernatural,"Euphoric, Relaxed, Happy, Energetic, Horny, Dry Mouth, Citrus, Earthy, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
489,Swazi Gold,"Euphoric, Uplifted, Energetic, Happy, Relaxed, Dry Mouth, Paranoid, Anxious, Earthy, Lack of Appetite, Pain, Depression, Nausea",924.3125,30.0,0,1
490,Sweet Cheese,"Euphoric, Uplifted, Happy, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid, Sweet, Depression, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
491,Sweet Jane,"Happy, Focused, Horny, Sleepy, Tingly, Dry Mouth, Rose, Sweet, Citrus, Stress, Depression, Lack of Appetite",924.3125,30.0,0,1
492,Swiss Gold,"Relaxed, Happy, Focused, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious, Citrus, Berry, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0,0,0
493,Swiss Tsunami,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Citrus, Orange, Earthy, Pain, Depression, Inflammation, Stress",924.3125,30.0,0,1
494,Tangerine Man,"Euphoric, Energetic, Uplifted, Hungry, Happy, Dry Mouth, Anxious, Paranoid, Citrus, Orange, Stress, Depression, Pain, Insomnia",924.3125,30.0,0,1
495,Tangerine Sunrise,"Happy, Creative, Euphoric, Tingly, Energetic, Citrus, Orange, Depression, Pain, Stress, Inflammation",924.3125,30.0,0,1
496,Tangie Ghost Train,"Uplifted, Energetic, Euphoric, Focused, Happy, Sweet, Citrus, Depression, Lack of Appetite, Stress",924.3125,30.0,0,1
497,Tangilope,"Happy, Uplifted, Creative, Euphoric, Talkative, Dry Mouth, Paranoid, Citrus, Sweet, Depression, Stress, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
498,Tardis,"Talkative, Energetic, Happy, Creative, Uplifted, Dry Mouth, Sweet, Earthy, Depression, Stress, Nausea, Pain",861.6176470588235,16.0,0,0
499,Tesla Tower,"Tingly, Uplifted, Relaxed, Creative, Energetic, Pepper, Sweet, Berry, Depression, Pain, Stress",924.3125,30.0,0,1
500,Thai Haze,"Creative, Energetic, Happy, Horny, Euphoric, Anxious, Dry Mouth, Pine, Pepper, Sweet, Depression, Stress, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
501,The Blood,"Uplifted, Focused, Horny, Creative, Energetic, Dry Mouth, Earthy, Depression, Lack of Appetite, Stress",924.3125,30.0,0,1
502,The Cough,"Uplifted, Focused, Relaxed, Hungry, Euphoric, Dry Mouth, Anxious, Pine, Citrus, Stress, Pain, Depression, Nausea",924.3125,30.0,0,1
503,Thunderbird Rose,"Creative, Euphoric, Uplifted, Focused, Happy, Rose, Sweet, Earthy, Depression, Pain, Stress",924.3125,30.0,0,1
504,Thunderstruck,"Happy, Relaxed, Tingly, Uplifted, Talkative, Pine, Depression, Inflammation, Pain, Stress",924.3125,30.0,0,1
505,Timewreck,"Energetic, Uplifted, Talkative, Euphoric, Happy, Anxious, Dry Mouth, Lemon, Lime, Depression, Pain, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
506,Trinity,"Happy, Uplifted, Euphoric, Relaxed, Horny, Dry Mouth, Anxious, Paranoid, Earthy, Skunk, Depression, Pain, Stress, Muscle Spasms",861.6176470588235,16.0,0,0
507,Trix,"Happy, Talkative, Uplifted, Energetic, Anxious, Sweet, Berry, Grape, Stress, Depression",861.6176470588235,16.0,0,0
508,Tutankhamon,"Uplifted, Focused, Happy, Energetic, Euphoric, Dry Mouth, Anxious, Paranoid, Skunk, Depression, Stress, Nausea, Pain, Insomnia",924.3125,30.0,0,1
509,Twista,"Creative, Energetic, Happy, Talkative, Focused, Dry Mouth, Anxious, Paranoid, Sweet, Citrus, Lime, Depression, Stress, Lack of Appetite",924.3125,30.0,0,1
510,Twisted Citrus,"Energetic, Uplifted, Talkative, Creative, Happy, Dry Mouth, Anxious, Citrus, Orange, Lemon, Depression, Stress, Inflammation, Lack of Appetite",924.3125,30.0,0,1
511,Ultra Sour,"Uplifted, Energetic, Creative, Happy, Hungry, Dry Mouth, Anxious, Lemon, Skunk, Depression, Lack of Appetite, Stress",861.6176470588235,16.0,0,0
512,Velvet Bud,"Uplifted, Energetic, Euphoric, Talkative, Creative, Anxious, Dry Mouth, Sweet, Citrus, Lack of Appetite, Inflammation, Muscle Spasms, Pain",924.3125,30.0,0,1
513,Viper,"Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Anxious, Citrus, Earthy, Depression, Stress, Pain, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
514,Webster,"Relaxed, Sleepy, Talkative, Uplifted, Happy, Citrus, Sweet, Pain, Stress, Inflammation",861.6176470588235,16.0,0,0
515,White Buffalo,"Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious, Sweet, Berry, Stress, Depression, Pain",924.3125,30.0,0,1
516,White Durban,"Energetic, Focused, Creative, Uplifted, Euphoric, Paranoid, Dry Mouth, Anxious, Earthy, Stress, Depression, Pain",924.3125,30.0,0,1
517,White Haze,"Focused, Creative, Energetic, Euphoric, Happy, Dry Mouth, Lemon, Pine, Citrus, Stress, Depression, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
518,White Nightmare,"Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Earthy, Sweet, Citrus, Stress, Pain, Depression, Lack of Appetite, Inflammation",861.6176470588235,16.0,0,0
519,Wild Thailand,"Horny, Euphoric, Talkative, Creative, Energetic, Dry Mouth, Anxious, Sweet, Berry, Depression, Pain, Stress",861.6176470588235,16.0,0,0
520,Willie Nelson,"Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Depression, Pain, Nausea",861.6176470588235,16.0,0,0
521,Willy Wonka,"Happy, Talkative, Energetic, Euphoric, Uplifted, Dry Mouth, Paranoid, Sweet, Mint, Pine, Stress, Depression, Pain",861.6176470588235,16.0,0,0
522,Xanadu,"Focused, Happy, Energetic, Talkative, Uplifted, Pepper, Sweet, Depression, Nausea, Pain, Stress",924.3125,30.0,0,1
523,Y Griega,"Energetic, Happy, Uplifted, Talkative, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Stress, Pain, Depression, Inflammation",861.6176470588235,16.0,0,0
524,Zellyâ€™s Gift,"Happy, Horny, Talkative, Uplifted, Energetic, Sweet, Citrus, Lime, Depression, Stress",924.3125,30.0,0,1
525,Zeta Sage,"Happy, Relaxed, Focused, Euphoric, Talkative, Dry Mouth, Anxious, Earthy, Stress, Nausea, Seizures",924.3125,30.0,0,1
526,303 OG,"Relaxed, Happy, Focused, Hungry, Euphoric, Dry Mouth, Anxious, Citrus, Pine, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0,1,0
527,3X Crazy,"Relaxed, Happy, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Grape, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
528,5th Element,"Relaxed, Happy, Euphoric, Creative, Tingly, Earthy, Sweet, Pain, Stress, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
529,8 Ball Kush,"Relaxed, Happy, Hungry, Creative, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Depression, Pain, Insomnia, Inflammation",858.4444444444445,13.0,1,0
530,818 OG,"Relaxed, Happy, Uplifted, Euphoric, Dry Mouth, Earthy, Depression, Insomnia, Pain, Inflammation",858.4444444444445,13.0,1,0
531,91 Krypt,"Relaxed, Tingly, Happy, Hungry, Talkative, Dry Mouth, Earthy, Sweet, Stress, Depression, Lack of Appetite, Nausea",858.4444444444445,13.0,1,0
532,Abusive OG,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Anxious, Earthy, Citrus, Stress, Pain, Insomnia, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
533,Ace Killer OG,"Relaxed, Sleepy, Tingly, Euphoric, Happy, Dry Mouth, Earthy, Pine, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0,1,0
534,Afghan Skunk,"Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Anxious, Earthy, Stress, Insomnia, Depression, Nausea, Muscle Spasms",861.6176470588235,16.0,0,0
535,Afghan Sour Kush,"Hungry, Horny, Relaxed, Sleepy, Happy, Dry Mouth, Earthy, Insomnia, Pain",861.6176470588235,16.0,0,0
536,Afghani CBD,"Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Earthy, Stress, Inflammation, Pain, Depression, Nausea",858.4444444444445,13.0,1,0
537,Afkansastan,"Uplifted, Euphoric, Happy, Relaxed, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Pain, Nausea",858.4444444444445,13.0,1,0
538,Air Jordan OG,"Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Pine, Insomnia, Stress, Depression",858.4444444444445,13.0,1,0
539,Alien Bubba,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Earthy, Stress, Depression, Pain, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
540,Alien Rift,"Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Citrus, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0,0,0
541,Aliens On Moonshine,"Relaxed, Happy, Tingly, Focused, Vanilla, Inflammation, Stress",858.4444444444445,13.0,1,0
542,Allkush,"Relaxed, Sleepy, Uplifted, Happy, Honey, Earthy, Pain",858.4444444444445,13.0,1,0
543,Alpine Star,"Relaxed, Uplifted, Happy, Euphoric, Creative, Dry Mouth, Pine, Citrus, Earthy, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0,0,0
544,American Kush,"Relaxed, Happy, Tingly, Sleepy, Uplifted, Dry Mouth, Anxious, Sweet, Lemon, Lime, Pain, Muscle Spasms, Stress, Insomnia",861.6176470588235,16.0,0,0
545,Ancient Kush,"Sleepy, Relaxed, Horny, Creative, Energetic, Dry Mouth, Paranoid, Anxious, Skunk, Mint, Stress, Pain, Lack of Appetite",858.4444444444445,13.0,1,0
546,Ancient OG,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Earthy, Pine, Stress, Insomnia, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
547,Angel OG,"Sleepy, Euphoric, Happy, Relaxed, Tingly, Earthy, Berry, Insomnia, Pain, Stress",858.4444444444445,13.0,1,0
548,Anonymous OG,"Relaxed, Sleepy, Euphoric, Happy, Horny, Dry Mouth, Lemon, Skunk, Earthy, Insomnia, Inflammation",858.4444444444445,13.0,1,0
549,Appleberry,"Sleepy, Relaxed, Focused, Berry, Earthy, Lack of Appetite, Muscle Spasms, Depression",858.4444444444445,13.0,1,0
550,Argyle,"Relaxed, Focused, Tingly, Happy, Sleepy, Dry Mouth, Earthy, Pepper, Pain, Inflammation, Depression, Muscle Spasms, Stress",861.6176470588235,16.0,0,0
551,Athabasca,"Talkative, Uplifted, Happy, Relaxed, Dry Mouth, Paranoid, Earthy, Ammonia, Depression, Seizures, Stress",858.4444444444445,13.0,1,0
552,Aurora Borealis,"Relaxed, Uplifted, Happy, Energetic, Sleepy, Dry Mouth, Earthy, Sweet, Skunk, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0,0,0
553,Ayahuasca Purple,"Relaxed, Euphoric, Happy, Talkative, Tingly, Dry Mouth, Earthy, Depression, Stress, Lack of Appetite, Pain, Inflammation",858.4444444444445,13.0,1,0
554,Bakerstreet,"Euphoric, Relaxed, Happy, Tingly, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Insomnia, Stress, Lack of Appetite",858.4444444444445,13.0,1,0
555,Banana Candy,"Relaxed, Euphoric, Uplifted, Creative, Happy, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Pain, Insomnia, Muscle Spasms, Depression",858.4444444444445,13.0,1,0
556,Barbara Bud,"Relaxed, Sleepy, Hungry, Tingly, Euphoric, Dry Mouth, Anxious, Earthy, Pine, Pain, Insomnia, Muscle Spasms, Lack of Appetite, Depression",858.4444444444445,13.0,1,0
557,Batman OG,"Happy, Relaxed, Sleepy, Uplifted, Dry Mouth, Skunk, Sweet, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
558,B.B. King,"Sleepy, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid, Lemon, Earthy, Citrus, Depression, Insomnia, Muscle Spasms, Nausea",861.6176470588235,16.0,0,0
559,Beastmode 2.0,"Relaxed, Uplifted, Tingly, Sleepy, Happy, Dry Mouth, Berry, Citrus, Pain, Stress, Muscle Spasms, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
560,Bedica,"Relaxed, Sleepy, Hungry, Tingly, Happy, Dry Mouth, Sweet, Pain, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
561,Bell Ringer,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Sweet, Citrus, Insomnia, Seizures, Lack of Appetite, Depression, Nausea",858.4444444444445,13.0,1,0
562,Berry Noir,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Berry, Earthy, Sweet, Stress, Depression, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
563,Big White,"Relaxed, Uplifted, Sleepy, Euphoric, Focused, Dry Mouth, Paranoid, Anxious, Sweet, Pain, Stress, Insomnia, Lack of Appetite, Depression",861.6176470588235,16.0,0,0
564,Biochem,"Relaxed, Euphoric, Sleepy, Hungry, Horny, Dry Mouth, Earthy, Insomnia, Lack of Appetite, Depression, Stress",858.4444444444445,13.0,1,0
565,Black Afghan,"Euphoric, Relaxed, Happy, Sleepy, Dry Mouth, Paranoid, Earthy, Berry, Depression, Pain, Stress, Insomnia, Inflammation",858.4444444444445,13.0,1,0
566,Black Bubba,"Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Stress, Insomnia, Pain, Seizures, Depression",858.4444444444445,13.0,1,0
567,Black Cherry OG,"Relaxed, Uplifted, Happy, Euphoric, Tingly, Dry Mouth, Anxious, Paranoid, Berry, Sweet, Earthy, Insomnia, Pain, Stress, Depression",858.4444444444445,13.0,1,0
568,Black Diamond,"Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Anxious, Paranoid, Earthy, Berry, Sweet, Stress, Pain, Insomnia, Depression, Inflammation",861.6176470588235,16.0,0,0
569,Black Lime Special Reserve,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Dry Mouth, Paranoid, Lime, Citrus, Earthy, Stress, Depression, Pain, Inflammation, Muscle Spasms",858.4444444444445,13.0,1,0
570,Black Magic Kush,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Berry, Earthy, Insomnia, Lack of Appetite, Stress, Depression",858.4444444444445,13.0,1,0
571,Blackberry Bubble,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Berry, Blueberry, Sweet, Pain, Insomnia, Depression, Muscle Spasms, Stress",858.4444444444445,13.0,1,0
572,Blackberry Cream,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Berry, Sweet, Depression, Stress, Insomnia, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
573,Blackberry Rhino,"Relaxed, Happy, Creative, Hungry, Sleepy, Dry Mouth, Anxious, Paranoid, Berry, Sweet, Stress, Pain, Insomnia, Muscle Spasms, Depression",858.4444444444445,13.0,1,0
574,Blackberry x Blueberry,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Dry Mouth, Blueberry, Berry, Skunk, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
575,Blackwater,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Berry, Earthy, Pain, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
576,Blue Afghani,"Relaxed, Euphoric, Hungry, Creative, Happy, Dry Mouth, Paranoid, Blueberry, Lack of Appetite, Stress, Insomnia, Depression",861.6176470588235,16.0,0,0
577,Blue Alien,"Relaxed, Euphoric, Sleepy, Hungry, Happy, Dry Mouth, Paranoid, Anxious, Blueberry, Grape, Citrus, Pain, Stress, Insomnia, Inflammation",861.6176470588235,16.0,0,0
578,Blue Bastard,"Euphoric, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Paranoid, Berry, Pine, Stress, Insomnia, Pain, Depression, Muscle Spasms",858.4444444444445,13.0,1,0
579,Blue Blood,"Relaxed, Euphoric, Sleepy, Creative, Happy, Dry Mouth, Blueberry, Earthy, Sweet, Stress, Inflammation, Muscle Spasms, Pain, Depression",861.6176470588235,16.0,0,0
580,Blue Knight,"Relaxed, Uplifted, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Blueberry, Stress, Pain, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
581,Blue Kripple,"Sleepy, Euphoric, Hungry, Relaxed, Tingly, Earthy, Grape, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
582,Blue Lights,"Euphoric, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid, Blueberry, Sweet, Stress, Depression, Insomnia, Nausea, Pain",858.4444444444445,13.0,1,0
583,Blue Monster,"Relaxed, Hungry, Talkative, Sleepy, Happy, Skunk, Pain, Stress, Insomnia, Depression",861.6176470588235,16.0,0,0
584,Blue Moonshine,"Relaxed, Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid, Berry, Earthy, Pine, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
585,Blue Ox,"Sleepy, Relaxed, Talkative, Uplifted, Euphoric, Berry, Blueberry, Depression, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
586,Blue Power,"Relaxed, Happy, Sleepy, Hungry, Uplifted, Dry Mouth, Paranoid, Berry, Earthy, Stress, Insomnia, Depression, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
587,Blue Steel,"Uplifted, Creative, Euphoric, Relaxed, Blueberry, Pain, Stress",861.6176470588235,16.0,0,0
588,Blue Zombie,"Relaxed, Euphoric, Sleepy, Uplifted, Happy, Dry Mouth, Paranoid, Anxious, Berry, Earthy, Insomnia, Stress, Pain, Muscle Spasms, Nausea",858.4444444444445,13.0,1,0
589,Blueberry Skunk,"Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Anxious, Paranoid, Blueberry, Berry, Skunk, Stress, Pain, Muscle Spasms, Nausea",861.6176470588235,16.0,0,0
590,Blueberry Space Cake,"Tingly, Euphoric, Happy, Relaxed, Berry, Insomnia, Nausea, Pain, Stress",858.4444444444445,13.0,1,0
591,Blueberry Waltz,"Talkative, Uplifted, Euphoric, Happy, Sweet, Blueberry, Depression, Stress",858.4444444444445,13.0,1,0
592,Brand X,"Sleepy, Relaxed, Hungry, Happy, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Pain, Insomnia, Stress, Lack of Appetite, Nausea",858.4444444444445,13.0,1,0
593,Bubblegum Kush,"Relaxed, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid, Sweet, Earthy, Citrus, Pain, Stress, Inflammation, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
594,Buckeye Purple,"Sleepy, Relaxed, Euphoric, Focused, Happy, Grape, Inflammation, Muscle Spasms, Insomnia, Depression",861.6176470588235,16.0,0,0
595,Buddha Tahoe,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Earthy, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0,0,0
596,Butter OG,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Sweet, Pain, Insomnia, Depression, Muscle Spasms, Inflammation",861.6176470588235,16.0,0,0
